"Time","Taxon A","Taxon B","Reference","Year"
"86.0","Gloma (http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Undef&name=Gloma&lvl=0&srchmode=1)","Liancalus (http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Undef&name=Liancalus&lvl=0&srchmode=1)","Wiegmann et al. (http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14668115&dopt=Abstract)","2003"
